SUM(OrderQty),Name,ProductID,OrderDate
37,"LL Road Frame - Red, 62",730,"2012-07-31 00:00:00"
37,"Road-450 Red, 58",754,"2011-08-01 00:00:00"
37,"Road-450 Red, 52",758,"2011-12-01 00:00:00"
37,"Road-650 Red, 60",760,"2011-08-31 00:00:00"
37,"Road-650 Black, 58",765,"2012-02-29 00:00:00"
37,"Road-250 Red, 52",791,"2012-05-30 00:00:00"
37,"Road-250 Black, 48",794,"2013-08-30 00:00:00"
37,"Road-250 Black, 52",795,"2013-05-30 00:00:00"
37,"Road-250 Black, 58",796,"2013-12-31 00:00:00"
37,"Road-550-W Yellow, 40",798,"2013-01-28 00:00:00"
37,"Road-550-W Yellow, 40",798,"2013-08-30 00:00:00"
37,"Road-550-W Yellow, 48",801,"2012-11-30 00:00:00"
37,"ML Mountain Frame - Black, 38",814,"2012-05-30 00:00:00"
37,"ML Road Front Wheel",819,"2012-10-30 00:00:00"
37,"Men's Sports Shorts, L",850,"2013-04-30 00:00:00"
37,"Half-Finger Gloves, S",858,"2012-08-30 00:00:00"
37,"Full-Finger Gloves, S",861,"2012-09-30 00:00:00"
36,"Road-250 Red, 44",789,"2012-11-30 00:00:00"
36,"Road-250 Black, 44",793,"2013-01-28 00:00:00"
36,"Road-250 Black, 48",794,"2014-01-29 00:00:00"
36,"Road-250 Black, 58",796,"2013-09-30 00:00:00"
36,"Road-550-W Yellow, 40",798,"2012-08-30 00:00:00"
36,"Road-550-W Yellow, 40",798,"2013-11-30 00:00:00"
36,"HL Road Handlebars",813,"2012-09-30 00:00:00"
36,"HL Road Handlebars",813,"2012-10-30 00:00:00"
36,"HL Road Handlebars",813,"2013-04-30 00:00:00"
36,"ML Road Frame-W - Yellow, 38",822,"2012-07-31 00:00:00"
36,"ML Road Frame-W - Yellow, 38",822,"2013-09-30 00:00:00"
36,"ML Mountain Frame - Black, 48",832,"2012-11-30 00:00:00"
36,"HL Road Frame - Black, 44",838,"2012-05-30 00:00:00"
36,"Half-Finger Gloves, L",860,"2013-02-28 00:00:00"
36,"Half-Finger Gloves, L",860,"2013-04-30 00:00:00"
36,"LL Touring Frame - Yellow, 62",886,"2014-05-01 00:00:00"
36,"HL Touring Frame - Blue, 60",893,"2014-03-31 00:00:00"
36,"Rear Derailleur",894,"2013-09-30 00:00:00"
36,"Rear Brakes",907,"2013-10-30 00:00:00"
36,"HL Road Seat/Saddle",913,"2013-07-31 00:00:00"
36,"Front Brakes",948,"2014-03-01 00:00:00"
36,"Touring-3000 Blue, 62",960,"2014-05-01 00:00:00"
36,"Touring-3000 Blue, 50",979,"2013-08-30 00:00:00"
36,"Mountain-500 Silver, 40",984,"2013-05-30 00:00:00"
36,"Mountain-500 Silver, 40",984,"2014-03-31 00:00:00"
36,"Mountain-500 Black, 48",992,"2013-10-30 00:00:00"
36,"Long-Sleeve Logo Jersey, M",714,"2012-01-01 00:00:00"
36,"LL Road Frame - Black, 58",722,"2012-08-30 00:00:00"
36,"LL Road Frame - Red, 44",725,"2012-03-30 00:00:00"
36,"LL Road Frame - Red, 44",725,"2012-04-30 00:00:00"
36,"HL Mountain Frame - Silver, 38",748,"2013-08-30 00:00:00"
36,"Road-450 Red, 44",756,"2011-10-31 00:00:00"
36,"Road-650 Red, 62",761,"2011-08-01 00:00:00"
36,"Road-650 Red, 44",762,"2011-08-31 00:00:00"
36,"Road-650 Black, 44",768,"2012-11-30 00:00:00"
36,"Mountain-100 Silver, 48",774,"2011-08-01 00:00:00"
35,"Long-Sleeve Logo Jersey, M",714,"2011-08-01 00:00:00"
35,"ML Road Frame - Red, 48",732,"2012-03-30 00:00:00"
35,"HL Mountain Frame - Silver, 46",742,"2014-05-01 00:00:00"
35,"HL Mountain Frame - Black, 42",743,"2013-02-28 00:00:00"
35,"HL Mountain Frame - Silver, 38",748,"2013-12-31 00:00:00"
35,"Road-650 Black, 62",767,"2011-10-01 00:00:00"
35,"Road-650 Black, 44",768,"2013-04-30 00:00:00"
35,"Rear Derailleur",894,"2013-06-30 00:00:00"
35,"Rear Derailleur",894,"2014-03-31 00:00:00"
35,"HL Mountain Seat/Saddle",910,"2013-08-30 00:00:00"
35,"HL Mountain Seat/Saddle",910,"2014-03-01 00:00:00"
35,"LL Mountain Frame - Black, 42",924,"2013-10-30 00:00:00"
35,"Mountain-200 Silver, 46",781,"2013-11-30 00:00:00"
35,"Road-250 Red, 52",791,"2012-10-30 00:00:00"
35,"Road-250 Black, 52",795,"2013-12-31 00:00:00"
35,"Road-250 Black, 52",795,"2014-05-01 00:00:00"
35,"HL Road Rear Wheel",828,"2012-07-31 00:00:00"
35,"ML Road Frame-W - Yellow, 44",835,"2012-11-30 00:00:00"
35,"Half-Finger Gloves, L",860,"2012-05-30 00:00:00"
35,"Full-Finger Gloves, S",861,"2012-08-30 00:00:00"
35,"HL Road Pedal",940,"2013-12-31 00:00:00"
35,"Front Derailleur",945,"2013-11-30 00:00:00"
35,"HL Touring Handlebars",947,"2013-10-30 00:00:00"
35,"HL Crankset",951,"2013-12-31 00:00:00"
35,"Touring-1000 Yellow, 50",955,"2013-12-31 00:00:00"
35,"Touring-3000 Blue, 54",958,"2013-12-31 00:00:00"
35,"Touring-3000 Yellow, 44",961,"2013-11-30 00:00:00"
35,"Touring-3000 Yellow, 58",964,"2013-10-30 00:00:00"
35,"Touring-3000 Yellow, 58",964,"2014-05-01 00:00:00"
35,"Road-750 Black, 58",977,"2013-08-30 00:00:00"
35,"Mountain-500 Silver, 44",986,"2014-03-31 00:00:00"
34,"Front Brakes",948,"2013-08-30 00:00:00"
34,"Touring-2000 Blue, 60",953,"2013-11-30 00:00:00"
34,"Touring-1000 Yellow, 54",956,"2014-05-01 00:00:00"
34,"Touring-3000 Blue, 54",958,"2013-05-30 00:00:00"
34,"Touring-3000 Blue, 58",959,"2013-09-30 00:00:00"
34,"Touring-1000 Blue, 54",968,"2013-06-30 00:00:00"
34,"Touring-2000 Blue, 46",970,"2013-09-30 00:00:00"
34,"Touring-2000 Blue, 46",970,"2014-03-31 00:00:00"
34,"Touring-2000 Blue, 50",971,"2013-07-31 00:00:00"
34,"Mountain-400-W Silver, 38",980,"2013-07-31 00:00:00"
34,"Mountain-500 Silver, 42",985,"2013-05-30 00:00:00"
34,"Mountain-500 Silver, 42",985,"2013-08-30 00:00:00"
34,"Mountain-500 Black, 48",992,"2013-07-31 00:00:00"
34,"Mountain-500 Black, 48",992,"2014-03-01 00:00:00"
34,"HL Bottom Bracket",996,"2013-05-30 00:00:00"
34,"Road-750 Black, 44",997,"2013-09-30 00:00:00"
34,"LL Touring Frame - Yellow, 62",886,"2014-03-31 00:00:00"
34,"HL Touring Frame - Blue, 54",892,"2013-12-31 00:00:00"
34,"ML Mountain Frame-W - Silver, 42",905,"2013-08-30 00:00:00"
34,"HL Mountain Frame - Black, 38",747,"2013-06-30 00:00:00"
34,"HL Mountain Frame - Black, 38",747,"2013-10-30 00:00:00"
34,"HL Mountain Frame - Silver, 38",748,"2014-03-01 00:00:00"
34,"Road-450 Red, 52",758,"2011-08-31 00:00:00"
34,"Road-650 Red, 58",759,"2012-07-31 00:00:00"
34,"Road-650 Red, 48",763,"2012-02-29 00:00:00"
34,"Road-650 Black, 62",767,"2012-03-30 00:00:00"
34,"Road-250 Red, 48",790,"2012-11-30 00:00:00"
34,"LL Mountain Handlebars",808,"2013-04-30 00:00:00"
34,"HL Road Handlebars",813,"2013-10-30 00:00:00"
34,"ML Mountain Front Wheel",816,"2012-05-30 00:00:00"
34,"LL Mountain Rear Wheel",823,"2012-09-30 00:00:00"
34,"ML Road Frame-W - Yellow, 44",835,"2013-01-28 00:00:00"
34,"ML Road Frame-W - Yellow, 48",836,"2014-03-31 00:00:00"
34,"HL Road Frame - Black, 44",838,"2013-05-30 00:00:00"
34,"Women's Tights, M",853,"2012-05-30 00:00:00"
34,"Women's Tights, M",853,"2013-02-28 00:00:00"
34,"Full-Finger Gloves, S",861,"2012-10-30 00:00:00"
33,"Road-250 Red, 52",791,"2013-04-30 00:00:00"
33,"Road-550-W Yellow, 40",798,"2013-02-28 00:00:00"
33,"Road-550-W Yellow, 42",799,"2014-03-01 00:00:00"
33,"LL Road Handlebars",811,"2013-07-31 00:00:00"
33,"ML Road Frame-W - Yellow, 38",822,"2014-03-01 00:00:00"
33,"Men's Sports Shorts, S",841,"2013-01-28 00:00:00"
33,"Women's Tights, M",853,"2012-08-30 00:00:00"
33,"Racing Socks, M",874,"2013-11-30 00:00:00"
33,"HL Touring Frame - Blue, 60",893,"2013-10-30 00:00:00"
33,"HL Mountain Seat/Saddle",910,"2013-05-30 00:00:00"
33,"LL Mountain Frame - Silver, 52",920,"2014-03-31 00:00:00"
33,"LL Mountain Frame - Black, 42",924,"2014-05-01 00:00:00"
33,"LL Mountain Frame - Black, 48",926,"2013-05-30 00:00:00"
33,"ML Mountain Pedal",936,"2013-05-30 00:00:00"
33,"Touring Pedal",941,"2013-06-30 00:00:00"
33,"LL Mountain Frame - Silver, 40",944,"2013-05-30 00:00:00"
33,"LL Mountain Frame - Silver, 40",944,"2014-01-29 00:00:00"
33,"HL Touring Handlebars",947,"2013-06-30 00:00:00"
33,"Touring-1000 Yellow, 54",956,"2013-10-30 00:00:00"
33,"Touring-3000 Blue, 62",960,"2014-01-29 00:00:00"
33,"Touring-3000 Yellow, 50",962,"2013-05-30 00:00:00"
33,"Touring-3000 Yellow, 54",963,"2013-05-30 00:00:00"
33,"Touring-2000 Blue, 50",971,"2013-10-30 00:00:00"
33,"Mountain-400-W Silver, 46",983,"2014-01-29 00:00:00"
33,"Mountain-400-W Silver, 46",983,"2014-05-01 00:00:00"
33,"Mountain-500 Black, 48",992,"2014-05-01 00:00:00"
33,"Sport-100 Helmet, Black",708,"2012-01-29 00:00:00"
33,"Sport-100 Helmet, Blue",711,"2011-05-31 00:00:00"
33,"Sport-100 Helmet, Blue",711,"2012-02-29 00:00:00"
33,"LL Road Frame - Red, 60",729,"2012-11-30 00:00:00"
33,"LL Road Frame - Black, 52",738,"2012-04-30 00:00:00"
33,"HL Mountain Frame - Silver, 46",742,"2012-10-30 00:00:00"
33,"HL Mountain Frame - Black, 42",743,"2012-12-31 00:00:00"
33,"HL Mountain Frame - Black, 38",747,"2014-05-01 00:00:00"
33,"Road-450 Red, 44",756,"2012-04-30 00:00:00"
33,"Road-650 Red, 62",761,"2011-08-31 00:00:00"
33,"Road-650 Red, 62",761,"2012-01-29 00:00:00"
33,"Road-650 Black, 62",767,"2012-07-31 00:00:00"
33,"Road-650 Black, 48",769,"2012-05-30 00:00:00"
33,"Road-650 Black, 48",769,"2012-07-31 00:00:00"
33,"Mountain-200 Silver, 42",780,"2013-11-30 00:00:00"
32,"Sport-100 Helmet, Black",708,"2012-01-01 00:00:00"
32,"HL Road Frame - Red, 44",718,"2013-05-30 00:00:00"
32,"LL Road Frame - Red, 62",730,"2011-10-01 00:00:00"
32,"LL Road Frame - Red, 62",730,"2013-02-28 00:00:00"
32,"HL Mountain Frame - Silver, 46",742,"2012-06-30 00:00:00"
32,"Road-450 Red, 60",755,"2011-10-31 00:00:00"
32,"Road-450 Red, 60",755,"2012-04-30 00:00:00"
32,"Road-650 Red, 58",759,"2012-05-30 00:00:00"
32,"Road-650 Red, 48",763,"2011-08-01 00:00:00"
32,"Road-650 Black, 48",769,"2012-03-30 00:00:00"
32,"Mountain-100 Black, 38",775,"2011-08-31 00:00:00"
32,"HL Touring Frame - Yellow, 60",885,"2013-10-30 00:00:00"
32,"HL Touring Seat/Saddle",916,"2014-03-31 00:00:00"
32,"LL Mountain Frame - Silver, 42",917,"2014-03-01 00:00:00"
32,"LL Mountain Frame - Silver, 52",920,"2014-05-01 00:00:00"
32,"Road-250 Red, 48",790,"2013-01-28 00:00:00"
32,"Road-250 Black, 48",794,"2012-11-30 00:00:00"
32,"Road-250 Black, 58",796,"2014-03-31 00:00:00"
32,"Road-550-W Yellow, 42",799,"2012-10-30 00:00:00"
32,"LL Fork",802,"2012-07-31 00:00:00"
32,"HL Headset",807,"2012-10-30 00:00:00"
32,"LL Mountain Handlebars",808,"2013-01-28 00:00:00"
32,"ML Mountain Frame - Black, 38",814,"2012-08-30 00:00:00"
32,"HL Touring Handlebars",947,"2014-05-01 00:00:00"
32,"Front Brakes",948,"2013-12-31 00:00:00"
32,"Touring-1000 Yellow, 50",955,"2013-05-30 00:00:00"
32,"Touring-3000 Yellow, 58",964,"2014-01-29 00:00:00"
32,"Touring-1000 Blue, 54",968,"2013-10-30 00:00:00"
31,"ML Road Pedal",939,"2013-12-31 00:00:00"
31,"LL Crankset",949,"2013-09-30 00:00:00"
31,"Touring-3000 Blue, 54",958,"2013-08-30 00:00:00"
31,"Touring-3000 Yellow, 54",963,"2013-06-30 00:00:00"
31,"Touring-3000 Yellow, 58",964,"2013-06-30 00:00:00"
31,"Touring-1000 Blue, 50",967,"2013-12-31 00:00:00"
31,"Touring-2000 Blue, 50",971,"2014-01-29 00:00:00"
31,"Mountain-400-W Silver, 40",981,"2013-05-30 00:00:00"
31,"Mountain-400-W Silver, 40",981,"2013-11-30 00:00:00"
31,"Mountain-500 Silver, 52",988,"2014-01-29 00:00:00"
31,"LL Bottom Bracket",994,"2013-08-30 00:00:00"
31,"LL Bottom Bracket",994,"2013-09-30 00:00:00"
31,"LL Touring Frame - Blue, 54",896,"2013-07-31 00:00:00"
31,"ML Mountain Frame-W - Silver, 46",906,"2013-05-30 00:00:00"
31,"HL Touring Seat/Saddle",916,"2013-09-30 00:00:00"
31,"LL Mountain Frame - Black, 48",926,"2013-08-30 00:00:00"
31,"Sport-100 Helmet, Red",707,"2012-01-01 00:00:00"
31,"LL Road Frame - Black, 58",722,"2012-10-30 00:00:00"
31,"LL Road Frame - Black, 58",722,"2013-02-28 00:00:00"
31,"LL Road Frame - Red, 48",726,"2013-02-28 00:00:00"
31,"ML Road Frame - Red, 48",732,"2011-10-31 00:00:00"
31,"LL Road Frame - Black, 52",738,"2013-08-30 00:00:00"
31,"HL Mountain Frame - Silver, 46",742,"2013-03-30 00:00:00"
31,"HL Mountain Frame - Silver, 46",742,"2013-04-30 00:00:00"
31,"HL Mountain Frame - Silver, 46",742,"2013-09-30 00:00:00"
31,"Road-150 Red, 62",749,"2012-01-01 00:00:00"
31,"Road-150 Red, 48",751,"2012-03-30 00:00:00"
31,"Road-450 Red, 60",755,"2012-01-29 00:00:00"
31,"Road-650 Red, 58",759,"2011-10-01 00:00:00"
31,"Road-250 Black, 52",795,"2013-04-30 00:00:00"
31,"Road-550-W Yellow, 42",799,"2014-05-01 00:00:00"
31,"LL Fork",802,"2012-10-30 00:00:00"
31,"LL Headset",805,"2012-06-30 00:00:00"
31,"HL Mountain Handlebars",810,"2012-05-30 00:00:00"
31,"ML Road Frame-W - Yellow, 38",822,"2013-08-30 00:00:00"
31,"ML Road Frame-W - Yellow, 48",836,"2013-10-30 00:00:00"
31,"Men's Sports Shorts, S",841,"2012-11-30 00:00:00"
31,"Full-Finger Gloves, S",861,"2013-04-30 00:00:00"
30,"Road-250 Black, 48",794,"2013-02-28 00:00:00"
30,"HL Fork",804,"2013-01-28 00:00:00"
30,"HL Headset",807,"2012-06-30 00:00:00"
30,"LL Mountain Handlebars",808,"2014-05-01 00:00:00"
30,"HL Mountain Handlebars",810,"2013-05-30 00:00:00"
30,"LL Mountain Front Wheel",815,"2012-08-30 00:00:00"
30,"LL Mountain Front Wheel",815,"2013-01-28 00:00:00"
30,"HL Mountain Front Wheel",817,"2012-05-30 00:00:00"
30,"LL Road Rear Wheel",826,"2012-11-30 00:00:00"
30,"ML Mountain Frame - Black, 44",831,"2012-12-31 00:00:00"
30,"ML Road Frame-W - Yellow, 40",833,"2012-07-31 00:00:00"
30,"ML Road Frame-W - Yellow, 48",836,"2013-08-30 00:00:00"
30,"ML Road Frame-W - Yellow, 48",836,"2014-03-01 00:00:00"
30,"Men's Bib-Shorts, L",857,"2012-12-31 00:00:00"
30,"Full-Finger Gloves, S",861,"2013-02-28 00:00:00"
30,"HL Touring Frame - Yellow, 54",889,"2014-03-01 00:00:00"
30,"HL Touring Frame - Blue, 54",892,"2013-08-30 00:00:00"
30,"ML Mountain Frame-W - Silver, 40",904,"2013-11-30 00:00:00"
30,"ML Mountain Frame-W - Silver, 42",905,"2013-11-30 00:00:00"
30,"ML Mountain Frame-W - Silver, 42",905,"2014-03-01 00:00:00"
30,"ML Mountain Seat/Saddle",909,"2013-08-30 00:00:00"
30,"ML Mountain Seat/Saddle",909,"2014-01-29 00:00:00"
30,"ML Road Pedal",939,"2014-01-29 00:00:00"
30,"LL Mountain Frame - Silver, 40",944,"2014-03-31 00:00:00"
30,"LL Crankset",949,"2013-08-30 00:00:00"
30,"HL Crankset",951,"2013-08-30 00:00:00"
30,"Touring-1000 Yellow, 54",956,"2013-06-30 00:00:00"
30,"Touring-3000 Yellow, 44",961,"2014-03-01 00:00:00"
30,"Touring-1000 Blue, 50",967,"2014-03-01 00:00:00"
30,"Touring-1000 Blue, 54",968,"2014-01-29 00:00:00"
30,"Touring-2000 Blue, 46",970,"2013-08-30 00:00:00"
30,"Mountain-400-W Silver, 42",982,"2013-12-31 00:00:00"
30,"Mountain-500 Silver, 40",984,"2014-05-01 00:00:00"
30,"Mountain-500 Silver, 44",986,"2013-10-30 00:00:00"
30,"Mountain-500 Black, 52",993,"2013-06-30 00:00:00"
30,"HL Bottom Bracket",996,"2013-08-30 00:00:00"
30,"Sport-100 Helmet, Red",707,"2012-01-29 00:00:00"
30,"Long-Sleeve Logo Jersey, M",714,"2011-08-31 00:00:00"
30,"LL Road Frame - Red, 60",729,"2011-10-31 00:00:00"
30,"LL Road Frame - Red, 62",730,"2011-10-31 00:00:00"
30,"HL Mountain Frame - Silver, 42",739,"2012-07-31 00:00:00"
30,"HL Mountain Frame - Black, 42",743,"2012-03-30 00:00:00"
30,"HL Mountain Frame - Silver, 38",748,"2012-08-30 00:00:00"
30,"Road-150 Red, 48",751,"2012-01-01 00:00:00"
30,"Road-150 Red, 52",752,"2012-01-01 00:00:00"
30,"Road-150 Red, 56",753,"2011-10-31 00:00:00"
30,"Road-450 Red, 48",757,"2012-01-01 00:00:00"
30,"Road-450 Red, 48",757,"2012-03-30 00:00:00"
30,"Road-650 Red, 60",760,"2011-12-01 00:00:00"
30,"Road-650 Red, 62",761,"2011-12-01 00:00:00"
30,"Road-650 Red, 52",764,"2011-10-31 00:00:00"
30,"Road-650 Red, 52",764,"2012-04-30 00:00:00"
30,"Road-650 Black, 58",765,"2011-05-31 00:00:00"
30,"Road-650 Black, 60",766,"2011-08-31 00:00:00"
30,"Road-650 Black, 62",767,"2012-01-01 00:00:00"
30,"Road-650 Black, 48",769,"2011-10-01 00:00:00"
29,"Sport-100 Helmet, Black",708,"2011-08-31 00:00:00"
29,"Long-Sleeve Logo Jersey, M",714,"2012-02-29 00:00:00"
29,"Long-Sleeve Logo Jersey, L",715,"2011-12-01 00:00:00"
29,"Long-Sleeve Logo Jersey, XL",716,"2012-01-29 00:00:00"
29,"Long-Sleeve Logo Jersey, XL",716,"2012-02-29 00:00:00"
29,"LL Road Frame - Red, 44",725,"2011-08-01 00:00:00"
29,"LL Road Frame - Black, 52",738,"2012-12-31 00:00:00"
29,"LL Road Frame - Black, 52",738,"2014-01-29 00:00:00"
29,"LL Road Frame - Black, 52",738,"2014-03-01 00:00:00"
29,"HL Mountain Frame - Silver, 46",742,"2013-07-31 00:00:00"
29,"HL Mountain Frame - Black, 38",747,"2012-09-30 00:00:00"
29,"HL Mountain Frame - Black, 38",747,"2013-04-30 00:00:00"
29,"HL Mountain Frame - Silver, 38",748,"2012-04-30 00:00:00"
29,"HL Mountain Frame - Silver, 38",748,"2012-12-31 00:00:00"
29,"Road-150 Red, 44",750,"2012-01-01 00:00:00"
29,"Road-150 Red, 56",753,"2012-01-29 00:00:00"
29,"Road-450 Red, 58",754,"2011-12-01 00:00:00"
29,"Road-450 Red, 48",757,"2011-10-01 00:00:00"
29,"Road-650 Red, 48",763,"2011-12-01 00:00:00"
29,"Road-650 Black, 60",766,"2012-01-29 00:00:00"
29,"Road-650 Black, 44",768,"2012-01-29 00:00:00"
29,"Road-650 Black, 52",770,"2011-05-31 00:00:00"
29,"Mountain-100 Silver, 44",773,"2011-12-01 00:00:00"
29,"Mountain-100 Silver, 48",774,"2012-02-29 00:00:00"
29,"Mountain-100 Black, 42",776,"2011-08-31 00:00:00"
29,"HL Touring Frame - Yellow, 60",885,"2013-05-30 00:00:00"
29,"LL Touring Frame - Yellow, 62",886,"2013-09-30 00:00:00"
29,"LL Touring Frame - Blue, 50",895,"2014-03-31 00:00:00"
29,"LL Touring Frame - Yellow, 50",900,"2013-06-30 00:00:00"
29,"HL Touring Seat/Saddle",916,"2013-05-30 00:00:00"
29,"LL Mountain Frame - Silver, 44",918,"2013-05-30 00:00:00"
29,"LL Mountain Frame - Silver, 52",920,"2013-08-30 00:00:00"
29,"HL Headset",807,"2012-07-31 00:00:00"
29,"LL Mountain Handlebars",808,"2012-09-30 00:00:00"
29,"LL Mountain Handlebars",808,"2013-03-30 00:00:00"
29,"LL Mountain Handlebars",808,"2013-12-31 00:00:00"
29,"LL Mountain Handlebars",808,"2014-01-29 00:00:00"
29,"ML Mountain Front Wheel",816,"2013-02-28 00:00:00"
29,"ML Road Rear Wheel",827,"2012-07-31 00:00:00"
29,"LL Mountain Pedal",935,"2013-08-30 00:00:00"
29,"Touring-1000 Yellow, 50",955,"2013-08-30 00:00:00"
29,"Touring-3000 Blue, 54",958,"2013-11-30 00:00:00"
29,"Touring-3000 Blue, 58",959,"2013-12-31 00:00:00"
29,"Touring-3000 Blue, 62",960,"2013-10-30 00:00:00"
29,"Touring-3000 Yellow, 62",965,"2013-08-30 00:00:00"
29,"Touring-1000 Blue, 50",967,"2013-08-30 00:00:00"
29,"Touring-2000 Blue, 46",970,"2013-05-30 00:00:00"
29,"Road-350-W Yellow, 42",974,"2013-11-30 00:00:00"
29,"Road-750 Black, 58",977,"2014-03-01 00:00:00"
29,"Mountain-400-W Silver, 40",981,"2013-08-30 00:00:00"
29,"Mountain-400-W Silver, 40",981,"2014-03-01 00:00:00"
29,"Mountain-400-W Silver, 46",983,"2013-10-30 00:00:00"
29,"Mountain-500 Silver, 48",987,"2013-12-31 00:00:00"
29,"HL Bottom Bracket",996,"2013-09-30 00:00:00"
28,"ML Mountain Pedal",936,"2013-08-30 00:00:00"
28,Chain,952,"2013-08-30 00:00:00"
28,"Touring-3000 Blue, 58",959,"2014-03-31 00:00:00"
28,"Touring-1000 Blue, 50",967,"2013-05-30 00:00:00"
28,"Mountain-400-W Silver, 40",981,"2014-05-01 00:00:00"
28,"Mountain-400-W Silver, 42",982,"2013-07-31 00:00:00"
28,"Mountain-400-W Silver, 42",982,"2014-05-01 00:00:00"
28,"LL Bottom Bracket",994,"2013-05-30 00:00:00"
28,"HL Bottom Bracket",996,"2014-03-31 00:00:00"
28,"Rear Derailleur",894,"2013-08-30 00:00:00"
28,"Rear Derailleur",894,"2014-03-01 00:00:00"
28,"LL Mountain Frame - Silver, 52",920,"2013-10-30 00:00:00"
28,"Sport-100 Helmet, Black",708,"2012-02-29 00:00:00"
28,"Long-Sleeve Logo Jersey, M",714,"2012-01-29 00:00:00"
28,"HL Mountain Frame - Silver, 42",739,"2012-05-30 00:00:00"
28,"HL Mountain Frame - Silver, 46",742,"2013-10-30 00:00:00"
28,"HL Mountain Frame - Black, 42",743,"2012-08-30 00:00:00"
28,"HL Mountain Frame - Black, 38",747,"2012-06-30 00:00:00"
28,"HL Mountain Frame - Silver, 38",748,"2013-01-28 00:00:00"
28,"Road-150 Red, 62",749,"2012-04-30 00:00:00"
28,"Road-650 Red, 58",759,"2012-03-30 00:00:00"
28,"Mountain-100 Black, 38",775,"2012-02-29 00:00:00"
28,"Road-550-W Yellow, 40",798,"2014-01-29 00:00:00"
28,"Road-550-W Yellow, 42",799,"2013-02-28 00:00:00"
28,"Road-550-W Yellow, 44",800,"2012-07-31 00:00:00"
28,"ML Headset",806,"2013-02-28 00:00:00"
28,"HL Headset",807,"2013-03-30 00:00:00"
28,"HL Headset",807,"2013-04-30 00:00:00"
28,"LL Mountain Handlebars",808,"2012-12-31 00:00:00"
28,"HL Road Handlebars",813,"2013-09-30 00:00:00"
28,"ML Road Frame-W - Yellow, 44",835,"2013-12-31 00:00:00"
28,"ML Road Frame-W - Yellow, 44",835,"2014-03-01 00:00:00"
27,"Road-250 Red, 58",792,"2013-01-28 00:00:00"
27,"Road-250 Black, 52",795,"2013-02-28 00:00:00"
27,"Road-250 Black, 58",796,"2012-07-31 00:00:00"
27,"Road-250 Black, 58",796,"2013-01-28 00:00:00"
27,"Road-550-W Yellow, 42",799,"2013-08-30 00:00:00"
27,"LL Fork",802,"2013-03-30 00:00:00"
27,"HL Fork",804,"2012-12-31 00:00:00"
27,"LL Headset",805,"2012-07-31 00:00:00"
27,"LL Mountain Front Wheel",815,"2012-12-31 00:00:00"
27,"ML Road Frame-W - Yellow, 38",822,"2013-01-28 00:00:00"
27,"ML Mountain Frame - Black, 40",830,"2012-07-31 00:00:00"
27,"LL Touring Seat/Saddle",914,"2013-06-30 00:00:00"
27,"LL Mountain Frame - Silver, 44",918,"2013-08-30 00:00:00"
27,"LL Mountain Frame - Silver, 44",918,"2014-03-01 00:00:00"
27,"LL Mountain Frame - Silver, 52",920,"2013-12-31 00:00:00"
27,"LL Mountain Frame - Black, 42",924,"2014-01-29 00:00:00"
27,"HL Road Pedal",940,"2014-01-29 00:00:00"
27,"LL Touring Handlebars",946,"2013-07-31 00:00:00"
27,"LL Crankset",949,"2013-05-30 00:00:00"
27,"ML Crankset",950,"2013-07-31 00:00:00"
27,"Touring-3000 Yellow, 54",963,"2013-12-31 00:00:00"
27,"Road-350-W Yellow, 44",975,"2013-07-31 00:00:00"
27,"Sport-100 Helmet, Red",707,"2012-02-29 00:00:00"
27,"Sport-100 Helmet, Black",708,"2011-05-31 00:00:00"
27,"HL Road Frame - Red, 62",717,"2013-05-30 00:00:00"
27,"HL Road Frame - Red, 48",719,"2013-07-31 00:00:00"
27,"LL Road Frame - Black, 60",723,"2013-07-31 00:00:00"
27,"LL Road Frame - Red, 44",725,"2012-11-30 00:00:00"
27,"LL Road Frame - Red, 52",727,"2012-06-30 00:00:00"
27,"LL Road Frame - Black, 44",736,"2013-07-31 00:00:00"
27,"HL Mountain Frame - Silver, 46",742,"2013-06-30 00:00:00"
27,"HL Mountain Frame - Black, 42",743,"2013-12-31 00:00:00"
27,"HL Mountain Frame - Black, 38",747,"2012-07-31 00:00:00"
27,"HL Mountain Frame - Black, 38",747,"2013-03-30 00:00:00"
27,"HL Mountain Frame - Black, 38",747,"2013-09-30 00:00:00"
27,"HL Mountain Frame - Black, 38",747,"2013-12-31 00:00:00"
27,"Road-150 Red, 62",749,"2011-10-31 00:00:00"
27,"Road-150 Red, 44",750,"2012-03-30 00:00:00"
27,"Road-150 Red, 52",752,"2011-10-01 00:00:00"
27,"Road-450 Red, 58",754,"2011-05-31 00:00:00"
27,"Road-450 Red, 60",755,"2011-08-01 00:00:00"
27,"Road-650 Black, 58",765,"2011-08-01 00:00:00"
27,"Road-650 Black, 60",766,"2012-02-29 00:00:00"
27,"Road-650 Black, 60",766,"2012-04-30 00:00:00"
27,"Road-650 Black, 44",768,"2012-04-30 00:00:00"
26,"Sport-100 Helmet, Blue",711,"2011-08-31 00:00:00"
26,"LL Road Frame - Black, 58",722,"2013-08-30 00:00:00"
26,"LL Road Frame - Black, 60",723,"2012-06-30 00:00:00"
26,"LL Road Frame - Red, 44",725,"2011-10-31 00:00:00"
26,"LL Road Frame - Red, 52",727,"2012-05-30 00:00:00"
